,,,,,,,,,,,,,,,,,,,
1,Unit Listing,,,,,,,,Specifications,,,,,,,,Manufacturer,,Notes
2,Brand,Series,,,Wattages + Links,Tier,Year,,Size,ATX Ver.,Input Range,Modularity,Efficiency,Topology,,,ODM,Platform Code,Notes
527,,ION,Platinum,Plus,560-860W,A,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-818,
528,,,,Plus 2,560-860W,A,2021,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-818,
529,,,Gold,,550-850W,A-,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-818,Cost-down Ion Platinum.
530,,,SFX,,500/650W,A,2019,,SFX-L,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus SGX,
531,,,,,,,,,,,,,,,,,,,
532,FSP (Fortron/Sparkle),Aurum,Platinum (PT),,850/1000/1200W,B+,2014,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,FSP,Aurum Platinum,Solid electrical performance (A tier) but nothing regarding protections has been tested. B+ until further notice.
533,,,S,,400-700W,E,2013,,ATX,ATX 2.x,Full,No,G,ACRF,SR,GR,FSP,,Not enough extensive testing.
534,,Dagger,,-,500/600W,B-,2017,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,FSP,,"Out of ATX spec ripple on 3.3V rail, fails 80+ Gold efficiency spec,"
535,,,,Pro,550-850W,F,2021,,SFX,ATX 2.x,Full,Full,G,ACRF,SR,DC-DC,FSP,,"Malfunctioning OCP and OPP on +12V line (voltage out of spec), poor transient response on minor rails, failed to meet 80+ Gold rating."
536,,Hexa,Plus (+),,400/500W,F,2014,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,FSP,,"Initial batches of the unit were shipped without the OCP chip, supposedly newer batches have this new fuse chip but yet confirmed."
537,,Hydro,G,-,650/750/850W,B,2015,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,FSP,Hydro G,PWR_OK signal testing failed; mediocre load regulation and transient response on the minor rails.
538,,,,Pro,850/1000W,A,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,FSP,Modified Hydro G?,
539,,,,,650/750W,A-,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,FSP,Modified Hydro G Pro,
540,,,,Pro ATX 3.0,850/1000/1200W,A,2022,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,FSP,Hydro G ATX 3.0,
541,,,GD,,450/550/650W,C,2017,,ATX,ATX 2.x,Full,No,G,DF,SSR,DC-DC,FSP,Raider II,
542,,,GE,,450-850W,C,2016,,ATX,ATX 2.x,Full,Full,G,DF,SSR,DC-DC,FSP,Raider II,
543,,,GT Pro,-,850/1000W,A,2022,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,FSP,Hydro G Pro,Fundamentally a Hydro G refresh. OTP isn't tested but platform is well reviewed with OTP working in similar configurations.
544,,,,ATX 3.0,850/1000W,A,2022,,ATX,ATX 3.x,Full,Semi,G,LLC,SR,DC-DC,FSP,Hydro G ATX 3.0,
545,,,K,,500/600/700W,E,2015,,ATX,ATX 2.x,230V,No,B,DF,PR,GR,FSP,Hydro Bronze,
546,,,M (Modular) PRO,,500-800W,C,2018,,ATX,ATX 2.x,230V,Semi,B,DF,SSR,DC-DC,FSP,,"Identical to the Hydro Pro, simply the semi modular variant."
547,,,MX,,550/650/750W,C,2016,,ATX,ATX 2.x,230V,Full,B,DF,SR,DC-DC,FSP,Raider II-ish,
548,,,PRO,,500-800W,C,2018,,ATX,ATX 2.x,230V,No,B,DF,SSR,DC-DC,FSP,,
549,,,PTM,-,550/650/750W,A-,2018,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,FSP,Hydro PTM,"Fails EMI testing, 2 EPS connectors on one cable, minor rails are either failing or near failing with regards to transient response."
550,,,PTM Pro,,850/1000/1200W,A-,2020,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,FSP,Hydro PTM Pro high-wattage,"One EPS cable with two connections, transient response on the minor rails are very subpar, OCP needs tuning per Aris' testing."
551,,,,ATX 3.0,850/1000/1200W,A+,2022,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,FSP,PTM Pro ATX 3.0,
552,,,,ATX 3.1,1350W,A,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,FSP,PTM Pro ATX 3.1,
553,,,,,1650W,A+,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,FSP,PTM Pro ATX 3.1,"Highly likely a similar platform to the PTM Pro ATX 3.0, OTP works in similar configurations (PTM Pro). Superb electrical performance."
554,,,PTM X Pro,-,850/1000W,A,2021,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,FSP,,"The base platform of the EVGA G7, which is well reviewed with protections working in similar configurations."
555,,,,ATX 3.0,850-1200W,A+,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,FSP,,Identical to the PTM X Pro made for ATX 3.0 compliancy.
556,,,Ti Pro,,850/1000W,A+,2023,,ATX,ATX 3.x,Full,Full,T,LLC,SR,DC-DC,FSP,,"Insane performer, extremely quiet, however the 850W model is discontinued."
557,,,X,,450/550/650W,B,2016,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,FSP,,
558,,HV Pro,,,550/650W,C-,2020,,ATX,ATX 2.x,230V,No,W,DF,PR,DC-DC,FSP,Raider II,No performance data although the platform is decently reviewed.
559,,Hyper,K,,500/600/700W,F,2015,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,FSP,Hydro Bronze,"Lacks protections, not independently regulated."
560,,,M85+,,550/650W,C,2017,,ATX,ATX 2.x,Full,Semi,B,DF,SSR,DC-DC,FSP,Raider II,Not enough conclusive data but platform is well reviewed.
561,,,S,,500/600/700W,F,2015,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,FSP,Hydro Bronze,"Doesn't claim certain protections, old outdated platform."
562,,Mega Ti,,,1350/1650W,A,2025,,ATX,ATX 3.x,Full,Full,T,LLC,SR,DC-DC,FSP,Mega Ti,"Identical to the ASRock Taichi, however until further testing exists, it will not receive a ""+"" grade. See teardown here."
563,,Raider II,,,450/550W,C-,2016,,ATX,ATX 2.x,Full,No,S,DF,SR,DC-DC,FSP,Raider II,
564,,,,,650/750W,C-,2016,,ATX,ATX 2.x,Full,No,S,ACRF,SR,DC-DC,FSP,Raider II high-wattage,
565,,SFX Pro,,,350/450W,C,2021,,SFX,ATX 2.x,Full,No,B,DF,SR,DC-DC,FSP,FSP450-50SAC,
566,,Vita,,GM,650W,B+,2024,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,FSP,,"Strong electrical performance, but with less expensive components and a rifle bearing fan."
567,,,,,750/850/1000W,B+,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,FSP,,
568,,,,,,,,,,,,,,,,,,,
569,G.Skill,MB,,Bronze (MB-B),650W,E,2021,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,CWT,GPM,
570,,,,Gold (MB-G),750/850W,B-,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX,Not suggested for use under 120VAC if you live in an area with frequent brownouts (see note under input range.)
571,,,,,,,,,,,,,,,,,,,
572,Galax,Omega,,GLS,500/650W,C,2023,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,HKC,ATX-41B,
573,,Hall of Fame,,,850/1000/1300W,A,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Helly,EPS-0100,
574,,,,,,,,,,,,,,,,,,,
575,Gamdias,Astrape,E1,,550W,E,2018,,ATX,ATX 2.x,Full,No,N,DF,PR,GR,Andyson,M5,
576,,,M1,White,550/650W,E,2018,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,Andyson,M5,
577,,,,Bronze,650/750W,E,2018,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,Andyson,M5,
578,,,P1,,650/750W,C+,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Andyson,F8,No OTP claimed.
579,,Cyclops,M1,,550/650/750W,E,2025,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,Maxpower,FR-4,"Group regulated, more or less e-waste."
580,,,X1,,1200W,B,2018,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Andyson,R8,
581,,Helios,E1,,500/600W,F,2021,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,Unknown,,"PPFC, extremely poor build quality and component quality; e-waste."
582,,,M1,,450/550W,E,2023,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,SANR,,
583,,,,,650/750W,E,2023,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,Andyson,M5,
584,,,,,850W,C,2023,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,SANR,Similar to Aerocool Mirage,
585,,,P1-G,(OEM/SI),600/650W,B-,2022,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Andyson,PAD07,Traditional thin circular fan grille.
586,,,,,600/650/750W,B+,2023,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-817A,Uses hexagonal (in a circular shape) and oblong fan grilles.
587,,,P2-G,,750W,B+,2024,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-817,
588,,,,,850/1000W,B+,2024,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-832D,
589,,,,,1300W,A,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-826B,P1 refreshed for ATX 3.1
590,,,M2,,550/650W,C,2024,,ATX,ATX 2.x,Full,No,B,DF,SR,DC-DC,High Power,HP1-M2BR-F12S,
591,,,,,750W,C,2024,,ATX,ATX 2.x,Full,No,S,DF,SR,DC-DC,High Power,HP1-N2BR-F12S,
592,,,,,850W,C,2024,,ATX,ATX 3.x,Full,No,S,DF,SR,DC-DC,High Power,HP1-N2BR-F12S,
593,,Kratos,E1,,500/600W,F,2020,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,Unknown,,"PPFC, extremely poor build quality and component quality; e-waste."
594,,,M1,,550-750W,E,2020,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,Andyson,M5,
595,,,P1A-G,,650/750W,C,2021,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Andyson,PAD07,Sleeve bearing fan.
596,,,P1-G,,650/750W,C,2020,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Andyson,,
597,,,,,,,,,,,,,,,,,,,
598,Gamemax,All PSUs,,,,E,,,,,,,,,,,,,"Predatory/scam consumer practices, including providing rewards for 5-star reviews, and random platform swaps to significantly worse platforms with no difference in model number, branding, or marketing."
599,,,,,,,,,,,,,,,,,,,
600,,,,,,,,,,,,,,,,,,,
601,,,,,,,,,,,,,,,,,,,
602,,,,,,,,,,,,,,,,,,,
603,Gigabyte,Aorus,P-W,AP-GM,750/850W,B+,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,MEIC,GP-AP850GM,
604,,BH,,,700W,E,2016,,ATX,ATX 2.x,Full,Semi,B,DF,PR,GR,CWT,GPK,
605,,P-B,,,450/550W,E,2020,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,MEIC,MN-P450-2119,
606,,,,,650W,C,2020,,ATX,ATX 2.x,Full,No,B,DF,SR,DC-DC,MEIC,MN-P083-BE03,
607,,PB,,,500W,E,2016,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,MEIC,MN-PXXX-6016,
608,,GH,,,750W,C,2016,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,CWT,GPS,
609,,P-GM,,Rev. 1 (Explosive),750/850W,F,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,MEIC,MN-P850-2121,Widespread failures due to explosive FETs from bad board design. See serial number range in notes for affected units.
610,,,,Rev. 2 (Fixed),750/850W,B-,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,MEIC,MN-P850-2121,"No external visual difference, PCB underwent slight revision, poor 3.3v transient response."
611,,PW,,,400W,E,2018,,ATX,ATX 2.x,Full,No,N,DF,PR,GR,MEIC,MN-PXXX-6016,
612,,Ultra Durable,UD-GM,-,750/850W,B+,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,MEIC,MN-P850-2121,"Updated version of the P-GM. Decent overall performance, but component quality leaves a bit to be desired (especially the fan.)"
613,,,,PG5,1000W,C+,2022,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,MEIC,MN-P1KO-2141,"Numerous minor issues, failed ATX 3.0 transient response testing, poor build quality."
614,,,,,,,,,,,,,,,,,,,
615,High Power,Astro,Lite,,650/750W,C+,2015,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,High Power,NO-771,
616,,ECO II,Bronze,,400-700W,E,2017,,ATX,ATX 2.x,230V,No,B,DF,PR,GR,High Power,HPE-BR-A12S,
617,,,White,,450W,E,2017,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,High Power,HPE-A12S,
618,,Element,Bronze II,,600/700W,E,2020,,ATX,ATX 2.x,230V,No,B,DF,PR,GR,High Power,HPG-BR-H12S,
619,,,HPQ Bronze,,500W,E,2015,,ATX,ATX 2.x,230V,No,B,DF,PR,GR,High Power,HPQ-BR-F12S,Europe only
620,,,HPQ ST,,500W,E,2015,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,High Power,HPQ-ST-F12S,Europe only
621,,,Smart,,650/750W,E,2013,,ATX,ATX 2.x,230V,Semi,B,DF,PR,GR,High Power,NO-761,
622,,OEM,Super Gold ATX 3.0 (S2),,750/850W,B+,2023,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-832D,Costdown of the Thermaltake Toughpower GF3 ARGB platform; non-modular with Chinese caps and a rifle bearing fan.
623,,,Super Gold (GD-F12S),,600-850W,B+,2019,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-817A,"Sometimes referred to as the ""Super Gold"", OEM Performance GD."
624,,,Super Bronze (BR-F12S),,400-700W,E,2019,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,High Power,Element Bronze II,
625,,,White Label,,400-700W,E,2019,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,High Power,Element II,
626,,Performance,,FS ATX 3.1,850/1000W,B+,2024,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-832D,
627,,,,GD,600-800W,B+,2019,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-817A,Costdown NO-817. 85c bulk cap.
628,,Simplicity,,HPG,600/700W,E,2015,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,High Power,HPG-ST-H12S,
629,,,,HPG - Red LED,600/700W,E,2015,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,High Power,HPG-ST-H12S,"Simplicity HPG, just with a red LED 120mm fan."
630,,Super,,GD+,750/850W,B+,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-810G,Globe Fan FDB.
631,,,,,1050W,B+,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-815,Double ball bearing fan.
632,,,,GD 3.0,1000/1300W,A,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-826B,
633,,,,,,,,,,,,,,,,,,,
634,Huntkey,GS,,New,500-700W,E,2021,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,Huntkey?,,
635,,,,Old,450/550W,F,2014,,ATX,ATX 2.x,230V,No,N,DF,PR,DMA,Huntkey,,Doesn't claim necessary protections. No real 80+ certification label on the unit.
636,,GX,,Pro,650-950W,F,2019,,ATX,ATX 2.x,230V,No,B,LLC,SR,DC-DC,Huntkey,,"OCP on the minor rails are set way too high to the point it's dysfunctional, insanely mediocre electrical performance, sleeve bearing fan."
637,,MVP,Gold,,850/950/1000W,B+,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus Gold,No performance data or internal shots available from professional reviewers. 3 year warranty.
638,,,K Gold,Old,650-1200W,F,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Huntkey,,Doesn't claim SCP according to this review.
639,,,Platinum,-,750/850W,A,2017,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Focus Platinum,
640,,,,X,1200W,F,2022,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Huntkey,HK-1K255PP,"Malfunctioning OCP on 3.3V, and transient response on 3.3V is out of spec, questionable choices of components."
641,,WD,,-K,600-900W,C-,2017,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Huntkey,HK750-51PP,"Naming scheme is +50W from the advertised 12V wattage. Numerous minor issues, very loud, and OCP is set way too high on the minor rails."
642,,,,,,,,,,,,,,,,,,,
643,InWin,A-series,,,450/550/650W,E,2019,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,High Power?,,Actual +12V capacity is ~5-10% lower than advertised wattage.
644,,A1 Plus,,,650W,C,2019,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Andyson,F8,Included with the InWin A1 Plus case; not available on its own.
645,,C Platinum,,,750/900W,C,2016,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,InWin,Custom,"OTP either not present or set too high per Aris' review. Multi-rail 12V OCP is negated by being set high (>490W), but OPP is functional."
646,,Force F1,,,500/600W,C,2017,,ATX,ATX 2.x,Full,No,B,DF,SR,DC-DC,High Power,NO-790,500W variant's +12V output is rated for 480W. Rifle-bearing fan (PY-1225M12S)
647,,PB (Premium Basic) Gold,,,750/850W,C+,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-810A,"Sleeve bearing fan, no OTP supported/claimed."
648,,PF Gold,,,550/650/750W,B+,2020,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-817,Same design as the OEM HP1-J-GD-F12S with a rifle bearing fan.
649,,P Gold,,-,650/750/850W,B-,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-810,OTP is claimed but has been hit-or-miss on NO-810 units and not present on the P125. Tier is based on other NO-810 units until tested.
650,,,,-,1050/1250W,C+,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-815,OTP either not present or set too high per Aris' review. Out-of-spec 3.3V transient response (7%).
651,,,,,,,,,,,,,,,,,,,
652,Kolink,Classic Power,,,400-700W,C-,2019,,ATX,ATX 2.x,230V,No,B,DF,SR,DC-DC,SANR,S-800D,"Actual 12V line output is 50 watts less than the model name (despite being DC-DC), numerous minute issues; overall suboptimal quality."
653,,Core,,,300/400/500W,F,2021,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,SANR?,,"Extremely low 12V line output relative to total capacity. The ""1000W"" model has only 750W available to the +12V line."
654,,,,,600-1000W,F,2021,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,SANR?,,
655,,Continuum,,V1,850W,B+,2018,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-781A,
656,,,,,1050/1200W,C-,2018,,ATX,ATX 2.x,Full,Full,P,DF,SR,DC-DC,High Power,NO-763,Protections need serious tuning; abundant amount of minute issues
657,,,,V1 (1500W),1500W,A-,2018,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,"Power cord isn't available unless bought with the unit, extremely noisy, missing tiny quality of life features."
658,,Enclave,,,500/600/700W,B-,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Golden Field,ATX-3100,
659,,,,,,,,,,,,,,,,,,,
660,LEPA,G-MA,,,1600W,B,2012,,ATX,ATX 2.x,Full,Full,G,PSR,SR,DC-DC,Enermax,Upgraded Platimax 1200,"Only included on the list because Enermax is still selling this unit on their Refurbished store and on Jawa as of 2025. Listed as ""G-MA-B."""
661,,,,,,,,,,,,,,,,,,,
662,Lian Li,PE,,,550W,C+,2016,,SFX-L,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Enhance,Silverstone SX600G-like,"Low quality sleeve bearing fan, and only a 2 year manufacturer warranty."
663,,,,,750W,B-,2016,,SFX-L,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Enhance,No match (Custom?),"Low quality sleeve bearing fan, 85C caps, and only a 2 year manufacturer warranty."
664,,Edge,,EG Gold,750-1200W,A,2024,,Other,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Helly,ATX-0800GLV,German bulk caps; dual-chamber L-shape design; modular inputs on the main PCB. 1000W and up models come with a USB/fan hub.
665,,,,Platinum,850/1000/1300W,A,2024,,Other,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Helly,EPS-0100(LL),German bulk caps; dual-chamber L-shape design; platform is an EPS-0100 modified to put the modular inputs on the main PCB.
666,,SP,,,750W,B,2021,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Helly,SFX-0200,Doesn't see the same problem as the 850W variant because of its lower capacity.
667,,,,,850W,F,2022,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Helly,SFX-0200,Fatal design flaw that causes an X cap to melt under 100VAC; potential fire hazard. Two samples also died during LTT Labs testing.
668,,,,,,,,,,,,,,,,,,,
669,Mars Gaming,MPB-P,,,1000W,F,2024,,ATX,ATX 3.x,230V,Full,G,DF,SSR,DC-DC,Soeyi,WT-CM6800U-DTD,"Extremely poor electrical performance which leads to severe out of ATX compliance, very abnormal implementation. Refer to here."
670,,MP,,-B,550-850W,E,2019,,ATX,ATX 2.x,230V,No,B,DF,SSR,DC-DC,Soeyi,WT-CM6800U-DTD,Platform confirmed through overhead and internal shots provided by the manufacturer.
671,,,,-BSI,550-850W,E,2019,,ATX,ATX 2.x,230V,No,B,DF,SSR,DC-DC,Soeyi,WT-CM6800U-DTD,"SI model, however it appears to be identical to the MP-B."
672,,,,,,,,,,,,,,,,,,,
673,Montech,AP,,,450-750W,E,2022,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,HKC,ATX-13,Either dual sourced or XWY replaced HKC.
674,,,,,450-750W,E,2025,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,XWY,A02 (ATX-13 clone),
675,,APX,,,550/650/750W,C-,2024,,ATX,ATX 2.x,Full,No,W,DF,SR,DC-DC,XWY,A11 (HKC ATX-41B clone),
676,,Alpha X,,,500-700W,C-,2019,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,CWT,GPN,"Platform is GPN (or at least very similar), even though the model number indicates it to be GPK."
677,,Beta,,,550/650W,E,2020,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,CWT,GPM,
678,,Century,,Mini (SFX),650/750W,C,2021,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSI,"Two samples no longer operated after protections testing per LTT Labs, which is not ideal, but all protections did function."
679,,,,Gold,550/650W,B,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX,
680,,,,,850W,C+,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX,A few samples of the base platform died when subjected to sub-90VAC stress tests per JonnyGuru.
681,,,,G5 Gold ATX 3.0,750/850W,B+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX ATX 3.0,
682,,,,II Gold ATX 3.1,850W,A-,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,XWY,A04 (HKC ATX-23B clone),"OCP is set high on 3.3V and 5VSB, 5VSB voltage regulation >3% at 4.87%, mediocre excursion response in the 200% test. High inrush current."
683,,,,,1050/1200W,A,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,XWY,A08 (HKC ATX-33 clone),Excellent performance and noise profile. OPP and OCP on the minor rails need tuning. They do work but are set way higher than necessary.
684,,Gamma,,-,550-750W,C+,2019,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,CWT,GPS,OTP isn't claimed despite the fact that the supervisor IC might support it
685,,,,II,550-750W,C+,2020,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,CWT,GPS,"OTP isn't claimed despite the fact that the supervisor IC might support it, nearly identical internally to the original Gamma"
686,,Titan,,Gold,750-1200W,A+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ,
687,,,,Platinum (PLA),750-1200W,A-,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Vertex PX,Protections need tuning and mediocre ATX 3.0 transient response; overall performance is dwarfed by the CWT-built Titan Gold.
688,,,,,,,,,,,,,,,,,,,
689,MSI,MAG,,A-BE,550/650/750W,C,2024,,ATX,ATX 2.x,Full,Semi,B,DF,SSR,DC-DC,CWT,CSB,Semi-modular A-BN. See internal shots here.
690,,,,A-BN (PCIe 5.0),750W,C,2024,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,CWT,CSB,"A-BN with 300W 12VHPWR connection. Claims sleeve bearing, unknown quality fan.. Does not claim ATX 3.0 compliance."
691,,,,A-BN,550/650W,C,2021,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,CWT,CSB,Capacitors and fans appear to be variable based on region/batch.
692,,,,A-BNL 230V,550/650W,F,2025,,ATX,ATX 2.x,230V,No,B,DF,PR,DC-DC,Unknown,,130mV+ of ripple on all rails (out of spec) at only 60% load; failed to meet even 80+ Bronze. See Rear Shot and Output Specification Label.
693,,,,A-BNL Full Range,550/650W,C-,2025,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,HEDY,CSB clone?,"Single-rail. See review. Poor transient response on 3.3V, rifle bearing fan. OTP isn't claimed or tested, but is supported by the supervisor IC."
694,,,,A-DN,500/600W,E,2023,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,HEDY,,"3 year warranty, inconclusive on platform until further notice."
695,,,,A-GL,650W,B,2023,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX,
696,,,,A-GL PCIE5,750/850W,B,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX ATX 3.0,"Solid electrical performance, let down by poorly tuned protections, mediocre transient response, and a low quality fan."
697,,,,,1000/1250W,B+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ costdown,5V OCP malfunctioned under high temps; CSZ costdown with Chinese caps and inexpensive bridge rectifiers per Aris' testing.
698,,,,A-GLS PCIE5,650/750W,A-,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Huntkey,HK850-59PP,Minor rails' OCP is set lower compared to the CWT-built high-wattage models. 650W is noisier than the 750W on account of using a DBB fan.
699,,,,,850/1000W,A-,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,Custom,Extremely quiet operation; however OCP is set high on the minor rails.
700,,MEG,,Ai-P PCIE5,1000/1300W,A+,2022,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,CWT,CTT,"Interleaved PFC, semi-digital"
701,,,,Ai-T PCIE5,1600W,A,2024,,ATX,ATX 3.x,Full,Full,T,LLC,SR,DC-DC,CWT,CTF,Digital primary & 12V; analog minor rails & standby.
702,,MPG,,A-G PCIE5,750/850/1000W,A,2022,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ,ATX 3.0 refresh
